nome_estado;municipio;posicao_ebt;nota;dt_inicio_avaliacao;dt_fim_avaliacao;total_pontos;;;;
Minas Gerais;Córrego do Bom Jesus;1301;2.22;28/06/2016;21/09/2016;800;;;;
Minas Gerais;Heliodora;1301;2.22;01/07/2016;27/09/2016;800;;;;
Goiás;Sanclerlândia;1301;2.22;28/07/2016;05/01/2017;800;;;;
Paraná;Campo Mourão;1301;2.22;21/07/2016;13/12/2016;800;;;;
Paraná;Anahy;1301;2.22;15/07/2016;04/01/2017;800;;;;
Paraná;Carambeí;1301;2.22;21/07/2016;13/12/2016;800;;;;
Tocantins;Bom Jesus do Tocantins;1301;2.22;12/07/2016;19/12/2016;800;;;;
Bahia;Queimadas;1301;2.22;12/07/2016;20/09/2016;800;;;;
Espírito Santo;Pinheiros;1301;2.22;02/08/2016;04/01/2017;800;;;;
Rio Grande do Sul;Bagé;1301;2.22;30/06/2016;15/09/2016;800;;;;
Rio Grande do Sul;Alto Alegre;1301;2.22;29/06/2016;15/09/2016;800;;;;
Paraíba;Caiçara;1301;2.22;25/07/2016;07/12/2016;800;;;;
Paraná;Jacarezinho;1301;2.22;27/07/2016;14/12/2016;800;;;;
Paraná;Rio Negro;1336;2.08;06/07/2016;20/09/2016;750;;;;
São Paulo;Mirandópolis;1336;2.08;13/07/2016;18/11/2016;750;;;;
Mato Grosso;São José do Povo;1336;2.08;11/08/2016;16/09/2016;750;;;;
Mato Grosso;Várzea Grande;1336;2.08;24/08/2016;22/09/2016;750;;;;
Mato Grosso;Ribeirão Cascalheira;1336;2.08;10/08/2016;13/09/2016;750;;;;
Mato Grosso do Sul;Camapuã;1336;2.08;05/08/2016;04/10/2016;750;;;;
Mato Grosso;Castanheira;1336;2.08;04/08/2016;07/10/2016;750;;;;
Mato Grosso;Nova Marilândia;1336;2.08;27/07/2016;30/09/2016;750;;;;
Minas Gerais;Paraisópolis;1336;2.08;12/07/2016;18/11/2016;750;;;;
Maranhão;Vitorino Freire;1336;2.08;04/07/2016;29/09/2016;750;;;;
Rio Grande do Sul;Selbach;1336;2.08;04/07/2016;07/11/2016;750;;;;
Santa Catarina;Florianópolis;1336;2.08;23/08/2016;09/01/2017;750;;;;
Pernambuco;Altinho;1336;2.08;06/07/2016;13/09/2016;750;;;;
Bahia;Jussari;1336;2.08;16/08/2016;30/09/2016;750;;;;
Bahia;Nova Ibiá;1336;2.08;07/07/2016;06/12/2016;750;;;;
Amazonas;São Sebastião do Uatumã;1351;1.94;12/07/2016;24/11/2016;700;;;;
Amazonas;Tapauá;1351;1.94;12/07/2016;29/09/2016;700;;;;
Amazonas;Tonantins;1351;1.94;12/07/2016;29/09/2016;700;;;;
Amazonas;Manicoré;1351;1.94;06/07/2016;24/11/2016;700;;;;
Amazonas;Maués;1351;1.94;15/07/2016;27/09/2016;700;;;;
Amazonas;Nova Olinda do Norte;1351;1.94;12/07/2016;12/12/2016;700;;;;
Amazonas;Novo Airão;1351;1.94;12/07/2016;27/09/2016;700;;;;
Amazonas;Novo Aripuanã;1351;1.94;12/07/2016;27/09/2016;700;;;;
Amazonas;Parintins;1351;1.94;15/07/2016;28/09/2016;700;;;;
Amazonas;Pauini;1351;1.94;12/07/2016;12/12/2016;700;;;;
Amazonas;Rio Preto da Eva;1351;1.94;12/07/2016;28/09/2016;700;;;;
Amazonas;São Gabriel da Cachoeira;1351;1.94;12/07/2016;28/09/2016;700;;;;
Alagoas;Senador Rui Palmeira;1351;1.94;04/07/2016;24/11/2016;700;;;;
Amazonas;Boa Vista do Ramos;1351;1.94;04/07/2016;03/10/2016;700;;;;
Amazonas;Alvarães;1351;1.94;04/07/2016;05/10/2016;700;;;;
Amazonas;Anamã;1351;1.94;04/07/2016;05/10/2016;700;;;;
Amazonas;Juruá;1351;1.94;15/07/2016;07/10/2016;700;;;;
Amazonas;Jutaí;1351;1.94;15/07/2016;07/10/2016;700;;;;
Amazonas;Lábrea;1351;1.94;15/07/2016;07/10/2016;700;;;;
Amazonas;Ipixuna;1351;1.94;05/07/2016;07/10/2016;700;;;;
Amazonas;Iranduba;1351;1.94;05/07/2016;06/10/2016;700;;;;
Amazonas;Careiro;1351;1.94;04/07/2016;04/10/2016;700;;;;
Amazonas;Codajás;1351;1.94;04/07/2016;04/10/2016;700;;;;
Amazonas;Eirunepé;1351;1.94;04/07/2016;04/10/2016;700;;;;
Amazonas;Fonte Boa;1351;1.94;05/07/2016;05/10/2016;700;;;;
Amazonas;Borba;1351;1.94;04/07/2016;04/10/2016;700;;;;
Amazonas;Canutama;1351;1.94;15/07/2016;04/10/2016;700;;;;
Alagoas;Lagoa da Canoa;1351;1.94;20/07/2016;24/11/2016;700;;;;
Alagoas;Limoeiro de Anadia;1351;1.94;20/07/2016;24/11/2016;700;;;;
Alagoas;Santana do Mundaú;1351;1.94;04/07/2016;04/10/2016;700;;;;
Alagoas;Olivença;1351;1.94;03/07/2016;27/09/2016;700;;;;
Piauí;Isaías Coelho;1351;1.94;17/08/2016;10/10/2016;700;;;;
Piauí;Cristalândia do Piauí;1351;1.94;16/08/2016;05/01/2017;700;;;;
Piauí;Curralinhos;1351;1.94;16/08/2016;07/10/2016;700;;;;
Piauí;João Costa;1351;1.94;18/08/2016;05/01/2017;700;;;;
Piauí;Ilha Grande;1351;1.94;17/08/2016;05/01/2017;700;;;;
Piauí;Luzilândia;1351;1.94;18/08/2016;11/10/2016;700;;;;
Piauí;Bertolínia;1351;1.94;08/08/2016;05/01/2017;700;;;;
Piauí;Caraúbas do Piauí;1351;1.94;16/08/2016;05/01/2017;700;;;;
Pernambuco;São Benedito do Sul;1351;1.94;22/08/2016;05/01/2017;700;;;;
Pernambuco;Saloá;1351;1.94;17/08/2016;28/09/2016;700;;;;
Pernambuco;Ribeirão;1351;1.94;11/08/2016;05/01/2017;700;;;;
Tocantins;Araguanã;1351;1.94;06/07/2016;07/10/2016;700;;;;
Tocantins;Arapoema;1351;1.94;07/07/2016;07/10/2016;700;;;;
Tocantins;Abreulândia;1351;1.94;05/07/2016;06/10/2016;700;;;;
Piauí;Picos;1351;1.94;15/08/2016;05/01/2017;700;;;;
São Paulo;Santa Rita d'Oeste;1351;1.94;05/07/2016;18/11/2016;700;;;;
Alagoas;Traipu;1351;1.94;04/07/2016;12/12/2016;700;;;;
São Paulo;Planalto;1351;1.94;15/07/2016;16/09/2016;700;;;;
São Paulo;Ribeirão Bonito;1351;1.94;18/07/2016;23/11/2016;700;;;;
Bahia;Iguaí;1351;1.94;16/08/2016;24/11/2016;700;;;;
Bahia;Brejolândia;1351;1.94;16/08/2016;19/09/2016;700;;;;
Bahia;Capela do Alto Alegre;1351;1.94;16/08/2016;24/11/2016;700;;;;
Bahia;Catu;1351;1.94;16/08/2016;24/11/2016;700;;;;
Bahia;Cruz das Almas;1351;1.94;16/08/2016;24/11/2016;700;;;;
Espírito Santo;Bom Jesus do Norte;1351;1.94;11/07/2016;19/11/2016;700;;;;
Ceará;Ubajara;1351;1.94;08/07/2016;03/01/2017;700;;;;
Ceará;Santana do Acaraú;1351;1.94;07/07/2016;03/01/2017;700;;;;
Ceará;Missão Velha;1351;1.94;18/08/2016;07/10/2016;700;;;;
Ceará;Guaraciaba do Norte;1351;1.94;23/08/2016;04/10/2016;700;;;;
Pernambuco;Belém de Maria;1351;1.94;25/08/2016;13/09/2016;700;;;;
Pernambuco;Belém de São Francisco;1351;1.94;26/08/2016;04/01/2017;700;;;;
Pernambuco;Lagoa do Itaenga;1351;1.94;29/07/2016;21/09/2016;700;;;;
Pernambuco;Limoeiro;1351;1.94;01/08/2016;22/09/2016;700;;;;
Pernambuco;Maraial;1351;1.94;03/08/2016;04/01/2017;700;;;;
Pernambuco;Glória do Goitá;1351;1.94;18/07/2016;20/09/2016;700;;;;
Acre;Assis Brasil;1351;1.94;06/07/2016;04/10/2016;700;;;;
Acre;Bujari;1351;1.94;08/07/2016;24/11/2016;700;;;;
Pernambuco;Parnamirim;1351;1.94;10/08/2016;10/01/2017;700;;;;
Pernambuco;Paudalho;1351;1.94;08/08/2016;22/09/2016;700;;;;
Bahia;Baixa Grande;1351;1.94;16/08/2016;24/11/2016;700;;;;
Alagoas;Belém;1351;1.94;13/07/2016;07/10/2016;700;;;;
Alagoas;Atalaia;1351;1.94;08/07/2016;07/10/2016;700;;;;
Alagoas;Barra de São Miguel;1351;1.94;12/07/2016;07/10/2016;700;;;;
Acre;Xapuri;1351;1.94;22/07/2016;07/10/2016;700;;;;
Acre;Cruzeiro do Sul;1351;1.94;08/07/2016;05/10/2016;700;;;;
Acre;Epitaciolândia;1351;1.94;08/07/2016;05/10/2016;700;;;;
Acre;Jordão;1351;1.94;12/07/2016;16/11/2016;700;;;;
Acre;Mâncio Lima;1351;1.94;14/07/2016;06/10/2016;700;;;;
Acre;Porto Walter;1351;1.94;21/07/2016;06/10/2016;700;;;;
Acre;Rodrigues Alves;1351;1.94;22/07/2016;07/10/2016;700;;;;
Acre;Santa Rosa do Purus;1351;1.94;22/07/2016;07/10/2016;700;;;;
Acre;Sena Madureira;1351;1.94;22/07/2016;07/10/2016;700;;;;
Acre;Senador Guiomard;1351;1.94;22/07/2016;07/10/2016;700;;;;
Acre;Tarauacá;1351;1.94;22/07/2016;07/10/2016;700;;;;
Rio Grande do Sul;Tavares;1351;1.94;04/07/2016;19/09/2016;700;;;;
Rio Grande do Sul;Vicente Dutra;1351;1.94;28/06/2016;20/09/2016;700;;;;
Rio Grande do Sul;Vila Nova do Sul;1351;1.94;28/06/2016;20/09/2016;700;;;;
Rio Grande do Sul;Vista Alegre;1351;1.94;28/06/2016;21/09/2016;700;;;;
Amazonas;Uarini;1351;1.94;13/07/2016;29/09/2016;700;;;;
Amazonas;Urucará;1351;1.94;13/07/2016;29/09/2016;700;;;;
Amazonas;Urucurituba;1351;1.94;13/07/2016;29/09/2016;700;;;;
Amapá;Mazagão;1351;1.94;14/07/2016;03/10/2016;700;;;;
Amapá;Calçoene;1351;1.94;14/07/2016;29/09/2016;700;;;;
Amapá;Pedra Branca do Amapari;1351;1.94;14/07/2016;24/11/2016;700;;;;
Amapá;Ferreira Gomes;1351;1.94;14/07/2016;29/09/2016;700;;;;
Rio Grande do Norte;Rafael Godeiro;1351;1.94;23/08/2016;04/01/2017;700;;;;
Rio Grande do Norte;Pilões;1351;1.94;22/08/2016;09/01/2017;700;;;;
Alagoas;Feliz Deserto;1351;1.94;15/07/2016;07/10/2016;700;;;;
Minas Gerais;Cantagalo;1351;1.94;15/07/2016;19/09/2016;700;;;;
São Paulo;General Salgado;1351;1.94;07/07/2016;07/10/2016;700;;;;
São Paulo;Florínia;1351;1.94;06/07/2016;16/09/2016;700;;;;
São Paulo;Lavrinhas;1351;1.94;18/07/2016;19/09/2016;700;;;;
São Paulo;José Bonifácio;1351;1.94;15/07/2016;10/10/2016;700;;;;
Sergipe;Tomar do Geru;1351;1.94;01/07/2016;10/10/2016;700;;;;
São Paulo;Avaí;1351;1.94;15/07/2016;10/01/2017;700;;;;
Rio Grande do Norte;Riachuelo;1351;1.94;23/08/2016;02/01/2017;700;;;;
Rondônia;Costa Marques;1351;1.94;22/08/2016;04/01/2017;700;;;;
Rondônia;Governador Jorge Teixeira;1351;1.94;19/08/2016;04/01/2017;700;;;;
Rondônia;Alto Paraíso;1351;1.94;18/07/2016;12/01/2017;700;;;;
Maranhão;Turiaçu;1351;1.94;29/07/2016;04/10/2016;700;;;;
Minas Gerais;Albertina;1351;1.94;06/07/2016;27/09/2016;700;;;;
Maranhão;Presidente Sarney;1351;1.94;01/08/2016;06/01/2017;700;;;;
Maranhão;Peritoró;1351;1.94;01/08/2016;27/09/2016;700;;;;
Maranhão;Pirapemas;1351;1.94;01/08/2016;27/09/2016;700;;;;
Santa Catarina;Pedras Grandes;1351;1.94;09/08/2016;05/10/2016;700;;;;
Santa Catarina;Mondaí;1351;1.94;09/08/2016;07/10/2016;700;;;;
Santa Catarina;Major Gercino;1351;1.94;02/08/2016;28/09/2016;700;;;;
Santa Catarina;Capivari de Baixo;1351;1.94;17/08/2016;15/09/2016;700;;;;
Santa Catarina;Dionísio Cerqueira;1351;1.94;24/08/2016;10/11/2016;700;;;;
Goiás;Ivolândia;1351;1.94;03/08/2016;01/12/2016;700;;;;
Santa Catarina;Armazém;1351;1.94;14/07/2016;20/09/2016;700;;;;
Goiás;Mambaí;1351;1.94;26/07/2016;20/09/2016;700;;;;
Goiás;Cristalina;1351;1.94;19/07/2016;04/01/2017;700;;;;
Goiás;Estrela do Norte;1351;1.94;20/07/2016;06/12/2016;700;;;;
Goiás;Faina;1351;1.94;20/07/2016;20/09/2016;700;;;;
Goiás;Britânia;1351;1.94;14/07/2016;07/10/2016;700;;;;
Goiás;Divinópolis de Goiás;1351;1.94;20/07/2016;20/09/2016;700;;;;
Goiás;Iporá;1351;1.94;21/07/2016;05/01/2017;700;;;;
Goiás;Gameleira de Goiás;1351;1.94;20/07/2016;04/01/2017;700;;;;
Goiás;Cachoeira de Goiás;1351;1.94;15/07/2016;20/09/2016;700;;;;
Goiás;Campinorte;1351;1.94;17/07/2016;20/09/2016;700;;;;
Ceará;Ararendá;1351;1.94;01/07/2016;16/09/2016;700;;;;
Ceará;Acarape;1351;1.94;12/08/2016;19/11/2016;700;;;;
Ceará;Altaneira;1351;1.94;17/08/2016;16/09/2016;700;;;;
Goiás;Aragoiânia;1351;1.94;14/07/2016;07/10/2016;700;;;;
Goiás;Anhanguera;1351;1.94;13/07/2016;06/10/2016;700;;;;
Goiás;Anicuns;1351;1.94;13/07/2016;06/10/2016;700;;;;
Goiás;Abadiânia;1351;1.94;12/07/2016;05/10/2016;700;;;;
Minas Gerais;Orizânia;1351;1.94;04/07/2016;22/09/2016;700;;;;
Minas Gerais;Novo Oriente de Minas;1351;1.94;29/06/2016;20/09/2016;700;;;;
Minas Gerais;Mutum;1351;1.94;13/07/2016;06/10/2016;700;;;;
Santa Catarina;Santa Rosa do Sul;1351;1.94;14/07/2016;21/09/2016;700;;;;
Sergipe;Brejo Grande;1351;1.94;11/07/2016;23/09/2016;700;;;;
Sergipe;Canhoba;1351;1.94;05/07/2016;23/09/2016;700;;;;
Santa Catarina;São Pedro de Alcântara;1351;1.94;07/07/2016;21/09/2016;700;;;;
Pará;Pau D'Arco;1351;1.94;05/08/2016;06/10/2016;700;;;;
Pará;Santa Cruz do Arari;1351;1.94;17/08/2016;03/10/2016;700;;;;
Pará;Rurópolis;1351;1.94;06/07/2016;06/10/2016;700;;;;
Pará;Salinópolis;1351;1.94;17/08/2016;03/10/2016;700;;;;
Pará;Santarém Novo;1351;1.94;17/08/2016;04/10/2016;700;;;;
Pará;São João de Pirabas;1351;1.94;16/08/2016;04/10/2016;700;;;;
Pará;São João do Araguaia;1351;1.94;16/08/2016;07/12/2016;700;;;;
Rio Grande do Norte;Mossoró;1351;1.94;22/08/2016;02/01/2017;700;;;;
Paraná;Ventania;1351;1.94;11/07/2016;26/12/2016;700;;;;
Rio de Janeiro;Iguaba Grande;1351;1.94;03/07/2016;11/01/2017;700;;;;
Sergipe;Malhada dos Bois;1351;1.94;22/08/2016;07/10/2016;700;;;;
Sergipe;Japoatã;1351;1.94;19/08/2016;03/10/2016;700;;;;
Sergipe;Nossa Senhora da Glória;1351;1.94;28/06/2016;07/12/2016;700;;;;
Rio Grande do Norte;Arês;1351;1.94;29/06/2016;29/12/2016;700;;;;
Piauí;São José do Peixe;1351;1.94;14/07/2016;08/12/2016;700;;;;
Piauí;São Braz do Piauí;1351;1.94;13/07/2016;07/12/2016;700;;;;
Rio Grande do Norte;Extremoz;1351;1.94;08/08/2016;13/01/2017;700;;;;
Rio de Janeiro;Nilópolis;1351;1.94;10/08/2016;28/12/2016;700;;;;
Rio de Janeiro;Pinheiral;1351;1.94;10/08/2016;28/12/2016;700;;;;
Rio de Janeiro;Parati;1351;1.94;10/08/2016;09/01/2017;700;;;;
Rio de Janeiro;São Gonçalo;1351;1.94;12/08/2016;04/01/2017;700;;;;
Tocantins;Cachoeirinha;1351;1.94;12/07/2016;07/10/2016;700;;;;
Paraná;Bom Sucesso;1351;1.94;20/07/2016;13/12/2016;700;;;;
Piauí;Santana do Piauí;1351;1.94;12/07/2016;04/01/2017;700;;;;
Tocantins;Cristalândia;1351;1.94;29/06/2016;19/12/2016;700;;;;
Tocantins;Darcinópolis;1351;1.94;29/06/2016;05/09/2016;700;;;;
Tocantins;Conceição do Tocantins;1351;1.94;13/07/2016;07/10/2016;700;;;;
Tocantins;Divinópolis do Tocantins;1351;1.94;25/07/2016;06/09/2016;700;;;;
Tocantins;Nazaré;1351;1.94;26/07/2016;21/09/2016;700;;;;
Tocantins;Marianópolis do Tocantins;1351;1.94;26/07/2016;20/09/2016;700;;;;
Tocantins;Itaguatins;1351;1.94;29/06/2016;19/09/2016;700;;;;
Tocantins;Miranorte;1351;1.94;26/07/2016;21/09/2016;700;;;;
Tocantins;Paraíso do Tocantins;1351;1.94;28/06/2016;07/12/2016;700;;;;
Tocantins;Novo Acordo;1351;1.94;26/07/2016;27/09/2016;700;;;;
Tocantins;Oliveira de Fátima;1351;1.94;30/06/2016;22/09/2016;700;;;;
Tocantins;Porto Nacional;1351;1.94;01/07/2016;10/10/2016;700;;;;
Tocantins;Santa Fé do Araguaia;1351;1.94;18/07/2016;10/10/2016;700;;;;
Tocantins;Santa Terezinha do Tocantins;1351;1.94;18/07/2016;10/10/2016;700;;;;
Tocantins;Recursolândia;1351;1.94;05/07/2016;10/10/2016;700;;;;
Tocantins;Sítio Novo do Tocantins;1351;1.94;19/07/2016;10/10/2016;700;;;;
Tocantins;Taguatinga;1351;1.94;19/07/2016;10/10/2016;700;;;;
Goiás;Moiporá;1351;1.94;26/07/2016;20/09/2016;700;;;;
Goiás;Nova América;1351;1.94;28/07/2016;20/09/2016;700;;;;
Goiás;Mundo Novo;1351;1.94;27/07/2016;20/09/2016;700;;;;
Goiás;Santa Rita do Novo Destino;1351;1.94;29/07/2016;05/01/2017;700;;;;
Goiás;São Francisco de Goiás;1351;1.94;29/07/2016;20/09/2016;700;;;;
Goiás;São Luís de Montes Belos;1351;1.94;29/07/2016;08/12/2016;700;;;;
Goiás;São Miguel do Araguaia;1351;1.94;29/07/2016;20/09/2016;700;;;;
Goiás;Rubiataba;1351;1.94;28/07/2016;20/09/2016;700;;;;
Goiás;Vianópolis;1351;1.94;22/07/2016;21/09/2016;700;;;;
Goiás;Santa Cruz de Goiás;1351;1.94;29/07/2016;08/12/2016;700;;;;
Goiás;Serranópolis;1351;1.94;02/08/2016;20/09/2016;700;;;;
Goiás;Silvânia;1351;1.94;02/08/2016;20/09/2016;700;;;;
Maranhão;Coroatá;1351;1.94;27/07/2016;22/09/2016;700;;;;
Minas Gerais;Ijaci;1351;1.94;01/07/2016;27/09/2016;700;;;;
Minas Gerais;Guarará;1351;1.94;28/07/2016;18/11/2016;700;;;;
Minas Gerais;Gameleiras;1351;1.94;30/06/2016;22/09/2016;700;;;;
Minas Gerais;Goiabeira;1351;1.94;30/06/2016;02/12/2016;700;;;;
Minas Gerais;Grupiara;1351;1.94;01/07/2016;24/11/2016;700;;;;
Minas Gerais;Mata Verde;1351;1.94;03/08/2016;03/10/2016;700;;;;
Minas Gerais;Dores de Guanhães;1351;1.94;28/06/2016;18/11/2016;700;;;;
Minas Gerais;Conceição da Barra de Minas;1351;1.94;29/07/2016;22/11/2016;700;;;;
Minas Gerais;Coluna;1351;1.94;15/08/2016;21/09/2016;700;;;;
Maranhão;Lago da Pedra;1351;1.94;29/07/2016;22/09/2016;700;;;;
Maranhão;Matões do Norte;1351;1.94;29/07/2016;23/09/2016;700;;;;
Minas Gerais;Chapada do Norte;1351;1.94;17/08/2016;21/09/2016;700;;;;
Mato Grosso;Nova Guarita;1351;1.94;27/07/2016;07/10/2016;700;;;;
Mato Grosso;Novo Santo Antônio;1351;1.94;01/08/2016;06/09/2016;700;;;;
Mato Grosso;Porto Esperidião;1351;1.94;09/08/2016;13/09/2016;700;;;;
Mato Grosso;Colniza;1351;1.94;02/08/2016;07/10/2016;700;;;;
Mato Grosso do Sul;Fátima do Sul;1351;1.94;08/08/2016;15/11/2016;700;;;;
Mato Grosso do Sul;Ivinhema;1351;1.94;11/08/2016;05/10/2016;700;;;;
Mato Grosso do Sul;Jardim;1351;1.94;11/08/2016;06/10/2016;700;;;;
Paraíba;Cruz do Espírito Santo;1351;1.94;19/07/2016;05/10/2016;700;;;;
Rio Grande do Sul;Barra do Guarita;1351;1.94;01/07/2016;16/09/2016;700;;;;
Rio Grande do Sul;Augusto Pestana;1351;1.94;29/06/2016;15/09/2016;700;;;;
Rio Grande do Sul;Caiçara;1351;1.94;13/07/2016;06/01/2017;700;;;;
Rio Grande do Sul;Capão do Leão;1351;1.94;30/06/2016;12/01/2017;700;;;;
Roraima;Normandia;1351;1.94;28/06/2016;12/01/2017;700;;;;
Roraima;Uiramutã;1351;1.94;17/08/2016;15/09/2016;700;;;;
Roraima;Alto Alegre;1351;1.94;28/06/2016;15/09/2016;700;;;;
Roraima;Amajari;1351;1.94;28/06/2016;12/01/2017;700;;;;
Rondônia;Parecis;1351;1.94;16/08/2016;04/01/2017;700;;;;
Rondônia;Pimenta Bueno;1351;1.94;16/08/2016;04/01/2017;700;;;;
Rondônia;Nova União;1351;1.94;22/08/2016;04/01/2017;700;;;;
Rondônia;Rolim de Moura;1351;1.94;28/06/2016;02/12/2016;700;;;;
Mato Grosso do Sul;Angélica;1351;1.94;02/08/2016;03/10/2016;700;;;;
Minas Gerais;Varzelândia;1351;1.94;19/07/2016;28/09/2016;700;;;;
Minas Gerais;Unaí;1351;1.94;15/07/2016;10/01/2017;700;;;;
Mato Grosso;Poxoréo;1351;1.94;17/08/2016;13/09/2016;700;;;;
Mato Grosso;Serra Nova Dourada;1351;1.94;15/08/2016;10/01/2017;700;;;;
Pará;Alenquer;1351;1.94;24/08/2016;26/09/2016;700;;;;
Pará;Bom Jesus do Tocantins;1351;1.94;22/08/2016;29/09/2016;700;;;;
Minas Gerais;Sacramento;1351;1.94;15/07/2016;18/11/2016;700;;;;
Minas Gerais;Ressaquinha;1351;1.94;15/07/2016;21/09/2016;700;;;;
Minas Gerais;Santa Cruz de Salinas;1351;1.94;19/07/2016;27/09/2016;700;;;;
Minas Gerais;São Roque de Minas;1351;1.94;06/07/2016;16/09/2016;700;;;;
Minas Gerais;São Tiago;1351;1.94;07/07/2016;16/09/2016;700;;;;
Minas Gerais;Serranos;1351;1.94;12/07/2016;19/09/2016;700;;;;
Minas Gerais;Tapira;1351;1.94;14/07/2016;22/09/2016;700;;;;
Paraná;Salgado Filho;1351;1.94;06/07/2016;16/12/2016;700;;;;
Paraná;Salto do Lontra;1351;1.94;06/07/2016;16/12/2016;700;;;;
Paraná;Quedas do Iguaçu;1351;1.94;05/07/2016;16/12/2016;700;;;;
Paraná;Realeza;1351;1.94;06/07/2016;16/12/2016;700;;;;
Paraná;Jandaia do Sul;1351;1.94;27/07/2016;09/01/2017;700;;;;
Paraná;Nova Prata do Iguaçu;1351;1.94;04/07/2016;07/01/2017;700;;;;
Paraná;Missal;1603;1.8;22/07/2016;19/09/2016;650;;;;
Minas Gerais;Pedralva;1603;1.8;13/07/2016;02/12/2016;650;;;;
Mato Grosso do Sul;Alcinópolis;1603;1.8;20/07/2016;30/09/2016;650;;;;
Mato Grosso do Sul;Bodoquena;1603;1.8;03/08/2016;04/10/2016;650;;;;
Mato Grosso;Reserva do Cabaçal;1603;1.8;09/08/2016;13/09/2016;650;;;;
Bahia;Valente;1603;1.8;05/08/2016;04/10/2016;650;;;;
Bahia;Tanquinho;1603;1.8;04/08/2016;04/10/2016;650;;;;
Mato Grosso;Lucas do Rio Verde;1603;1.8;18/08/2016;07/10/2016;650;;;;
Minas Gerais;Conceição dos Ouros;1603;1.8;29/07/2016;18/11/2016;650;;;;
Rio de Janeiro;Macuco;1603;1.8;05/07/2016;23/11/2016;650;;;;
Rio Grande do Norte;Olho-d'Agua do Borges;1603;1.8;22/08/2016;16/11/2016;650;;;;
São Paulo;Glicério;1603;1.8;07/07/2016;07/10/2016;650;;;;
Rio Grande do Sul;Nova Prata;1603;1.8;01/08/2016;07/11/2016;650;;;;
Pernambuco;Tamandaré;1603;1.8;03/08/2016;05/01/2017;650;;;;
Bahia;Nilo Peçanha;1603;1.8;06/07/2016;13/09/2016;650;;;;
Alagoas;Viçosa;1618;1.66;04/07/2016;26/09/2016;600;;;;
Pará;Floresta do Araguaia;1618;1.66;06/07/2016;06/10/2016;600;;;;
Minas Gerais;Matias Barbosa;1618;1.66;12/07/2016;06/10/2016;600;;;;
Paraná;Formosa do Oeste;1618;1.66;15/08/2016;04/01/2017;600;;;;
Mato Grosso;Cocalinho;1622;1.52;21/07/2016;07/10/2016;550;;;;
Tocantins;Miracema do Tocantins;1623;1.39;29/06/2016;20/09/2016;500;;;;
Alagoas;Novo Lino;1623;1.39;16/07/2016;05/10/2016;500;;;;
Acre;Manoel Urbano;1623;1.39;15/07/2016;24/11/2016;500;;;;
Paraná;Nova Aliança do Ivaí;1623;1.39;29/06/2016;04/01/2017;500;;;;
Goiás;Joviânia;1627;1.38;25/07/2016;20/11/2016;500;;;;
Goiás;Caldas Novas;1627;1.38;19/07/2016;20/09/2016;500;;;;
Goiás;Campestre de Goiás;1627;1.38;17/07/2016;20/09/2016;500;;;;
Goiás;Cocalzinho de Goiás;1627;1.38;19/07/2016;20/09/2016;500;;;;
Goiás;Cezarina;1627;1.38;19/07/2016;04/01/2017;500;;;;
Goiás;Alexânia;1627;1.38;13/07/2016;06/10/2016;500;;;;
Goiás;Bom Jesus de Goiás;1627;1.38;14/07/2016;04/01/2017;500;;;;
Ceará;Abaiara;1627;1.38;12/08/2016;22/09/2016;500;;;;
Ceará;Cruz;1627;1.38;03/08/2016;19/11/2016;500;;;;
Espírito Santo;Mucurici;1627;1.38;01/08/2016;12/12/2016;500;;;;
Maranhão;Passagem Franca;1627;1.38;01/08/2016;26/09/2016;500;;;;
Maranhão;Montes Altos;1627;1.38;29/07/2016;20/11/2016;500;;;;
Maranhão;São Francisco do Maranhão;1627;1.38;25/07/2016;28/09/2016;500;;;;
Minas Gerais;Abadia dos Dourados;1627;1.38;04/07/2016;21/11/2016;500;;;;
Minas Gerais;Arinos;1627;1.38;13/07/2016;26/09/2016;500;;;;
Rio Grande do Sul;Pantano Grande;1627;1.38;18/07/2016;07/11/2016;500;;;;
Rio Grande do Sul;Rosário do Sul;1627;1.38;25/07/2016;07/11/2016;500;;;;
Minas Gerais;Buritis;1627;1.38;13/07/2016;16/09/2016;500;;;;
Minas Gerais;Brasília de Minas;1627;1.38;06/07/2016;15/09/2016;500;;;;
Rio Grande do Norte;Poço Branco;1627;1.38;22/08/2016;16/11/2016;500;;;;
Rio Grande do Norte;São Gonçalo do Amarante;1627;1.38;23/08/2016;02/01/2017;500;;;;
Amapá;Pracuúba;1627;1.38;14/07/2016;03/10/2016;500;;;;
Rio Grande do Sul;Três Arroios;1627;1.38;30/06/2016;19/09/2016;500;;;;
São Paulo;Francisco Morato;1627;1.38;07/07/2016;24/11/2016;500;;;;
São Paulo;Estiva Gerbi;1627;1.38;05/07/2016;24/11/2016;500;;;;
São Paulo;Conchal;1627;1.38;29/06/2016;24/11/2016;500;;;;
São Paulo;Leme;1627;1.38;18/07/2016;24/11/2016;500;;;;
São Paulo;Ituverava;1627;1.38;15/07/2016;24/11/2016;500;;;;
São Paulo;Itatinga;1627;1.38;13/07/2016;08/09/2016;500;;;;
São Paulo;Indiana;1627;1.38;07/07/2016;10/10/2016;500;;;;
Rondônia;Cabixi;1627;1.38;25/07/2016;17/11/2016;500;;;;
Rio Grande do Norte;Taipu;1627;1.38;22/08/2016;17/11/2016;500;;;;
