nome_estado;municipio;posicao_ebt;nota;dt_inicio_avaliacao;dt_fim_avaliacao;total_pontos;;;;
São Paulo;Riolândia;799;0;03/08/2015;20/08/2015;0;;;;
São Paulo;Presidente Alves;799;0;07/08/2015;21/08/2015;0;;;;
São Paulo;Redenção da Serra;799;0;07/08/2015;21/08/2015;0;;;;
São Paulo;Ribeira;799;0;07/08/2015;20/08/2015;0;;;;
São Paulo;Tanabi;799;0;03/08/2015;21/08/2015;0;;;;
São Paulo;Rubiácea;799;0;03/08/2015;21/08/2015;0;;;;
São Paulo;São Pedro;799;0;03/08/2015;21/08/2015;0;;;;
São Paulo;Tarumã;799;0;27/07/2015;17/08/2015;0;;;;
São Paulo;Tejupá;799;0;28/07/2015;17/08/2015;0;;;;
São Paulo;Vera Cruz;799;0;28/07/2015;17/08/2015;0;;;;
Paraná;Agudos do Sul;799;0;28/07/2015;19/08/2015;0;;;;
São Paulo;Pirassununga;799;0;07/08/2015;21/08/2015;0;;;;
São Paulo;Patrocínio Paulista;799;0;07/08/2015;18/08/2015;0;;;;
São Paulo;Pedreira;799;0;07/08/2015;21/08/2015;0;;;;
São Paulo;Miguelópolis;799;0;07/08/2015;20/08/2015;0;;;;
São Paulo;Monte Castelo;799;0;07/08/2015;20/08/2015;0;;;;
São Paulo;Osvaldo Cruz;799;0;07/08/2015;20/08/2015;0;;;;
São Paulo;Itobi;799;0;05/08/2015;03/11/2015;0;;;;
São Paulo;José Bonifácio;799;0;29/07/2015;17/08/2015;0;;;;
São Paulo;Lavrinhas;799;0;29/07/2015;17/08/2015;0;;;;
São Paulo;Leme;799;0;29/07/2015;17/08/2015;0;;;;
São Paulo;Lucélia;799;0;03/08/2015;08/10/2015;0;;;;
São Paulo;Luís Antônio;799;0;06/08/2015;18/08/2015;0;;;;
São Paulo;Macatuba;799;0;06/08/2015;19/08/2015;0;;;;
São Paulo;Mairiporã;799;0;06/08/2015;19/08/2015;0;;;;
São Paulo;Marabá Paulista;799;0;06/08/2015;19/08/2015;0;;;;
São Paulo;Maracaí;799;0;06/08/2015;19/08/2015;0;;;;
São Paulo;Marinópolis;799;0;06/08/2015;19/08/2015;0;;;;
São Paulo;Martinópolis;799;0;06/08/2015;19/08/2015;0;;;;
Paraná;Paraíso do Norte;799;0;03/08/2015;21/08/2015;0;;;;
Paraná;Paranapoema;799;0;03/08/2015;21/08/2015;0;;;;
Paraná;Quarto Centenário;799;0;03/08/2015;24/08/2015;0;;;;
Paraná;Rancho Alegre D'Oeste;799;0;03/08/2015;20/08/2015;0;;;;
Paraná;Santa Cecília do Pavão;799;0;31/07/2015;18/08/2015;0;;;;
Paraná;Santa Cruz de Monte Castelo;799;0;31/07/2015;18/08/2015;0;;;;
Paraná;Rio Bonito do Iguaçu;799;0;31/07/2015;20/08/2015;0;;;;
Paraná;Rondon;799;0;31/07/2015;19/08/2015;0;;;;
Paraná;Jardim Olinda;799;0;31/07/2015;20/08/2015;0;;;;
Paraná;Joaquim Távora;799;0;31/07/2015;21/08/2015;0;;;;
Paraná;Jandaia do Sul;799;0;30/07/2015;20/08/2015;0;;;;
Paraná;Japurá;799;0;31/07/2015;20/08/2015;0;;;;
Paraná;Iguaraçu;799;0;30/07/2015;22/09/2015;0;;;;
Paraná;Mamborê;799;0;31/07/2015;20/08/2015;0;;;;
Paraná;Maria Helena;799;0;31/07/2015;20/08/2015;0;;;;
Paraná;Marilena;799;0;31/07/2015;20/08/2015;0;;;;
Paraná;Marmeleiro;799;0;31/07/2015;20/08/2015;0;;;;
Paraná;Marquinho;799;0;03/08/2015;20/08/2015;0;;;;
Paraná;Marumbi;799;0;03/08/2015;21/08/2015;0;;;;
Paraná;Missal;799;0;03/08/2015;21/08/2015;0;;;;
Paraná;Moreira Sales;799;0;03/08/2015;21/08/2015;0;;;;
Paraná;Morretes;799;0;03/08/2015;14/09/2015;0;;;;
Paraná;Nova Esperança;799;0;03/08/2015;21/08/2015;0;;;;
Paraná;Clevelândia;799;0;29/07/2015;21/08/2015;0;;;;
Paraná;Douradina;799;0;29/07/2015;18/08/2015;0;;;;
Paraná;Inajá;799;0;30/07/2015;15/09/2015;0;;;;
Paraná;Indianópolis;799;0;30/07/2015;22/09/2015;0;;;;
Paraná;Ipiranga;799;0;30/07/2015;19/08/2015;0;;;;
Paraná;Itambaracá;799;0;30/07/2015;20/08/2015;0;;;;
Paraná;Cascavel;799;0;29/07/2015;22/10/2015;0;;;;
Paraná;Cerro Azul;799;0;29/07/2015;21/08/2015;0;;;;
Paraná;Cianorte;799;0;29/07/2015;08/10/2015;0;;;;
Paraná;Cantagalo;799;0;31/07/2015;20/08/2015;0;;;;
Paraná;Capanema;799;0;31/07/2015;09/10/2015;0;;;;
Paraná;Bituruna;799;0;31/07/2015;20/08/2015;0;;;;
Paraná;Anahy;799;0;31/07/2015;20/08/2015;0;;;;
Paraná;Ângulo;799;0;31/07/2015;20/08/2015;0;;;;
Rio de Janeiro;São José do Vale do Rio Preto;799;0;06/08/2015;19/08/2015;0;;;;
Rio de Janeiro;Silva Jardim;799;0;06/08/2015;19/08/2015;0;;;;
Rio de Janeiro;São João de Meriti;799;0;04/08/2015;03/11/2015;0;;;;
Rio de Janeiro;São Francisco de Itabapoana;799;0;07/08/2015;19/08/2015;0;;;;
Rio de Janeiro;Porciúncula;799;0;07/08/2015;17/08/2015;0;;;;
Rio de Janeiro;Porto Real;799;0;07/08/2015;16/09/2015;0;;;;
Rio de Janeiro;Quatis;799;0;07/08/2015;18/08/2015;0;;;;
Rio de Janeiro;Paracambi;799;0;06/08/2015;17/08/2015;0;;;;
Rio de Janeiro;Rio Bonito;799;0;07/08/2015;18/08/2015;0;;;;
São Paulo;Altair;799;0;28/07/2015;17/08/2015;0;;;;
Rio de Janeiro;Três Rios;799;0;06/08/2015;20/08/2015;0;;;;
Rio de Janeiro;Varre-Sai;799;0;06/08/2015;20/08/2015;0;;;;
São Paulo;Avaí;799;0;31/07/2015;16/10/2015;0;;;;
São Paulo;Alumínio;799;0;28/07/2015;17/08/2015;0;;;;
São Paulo;Anhembi;799;0;30/07/2015;04/11/2015;0;;;;
São Paulo;Arapeí;799;0;17/08/2015;10/11/2015;0;;;;
São Paulo;Cardoso;799;0;04/08/2015;17/08/2015;0;;;;
São Paulo;Elisiário;799;0;06/08/2015;17/08/2015;0;;;;
São Paulo;Brejo Alegre;799;0;04/08/2015;16/10/2015;0;;;;
São Paulo;Brotas;799;0;04/08/2015;06/11/2015;0;;;;
São Paulo;Cafelândia;799;0;04/08/2015;16/10/2015;0;;;;
São Paulo;Campina do Monte Alegre;799;0;04/08/2015;17/08/2015;0;;;;
São Paulo;Guará;799;0;05/08/2015;16/10/2015;0;;;;
São Paulo;Indiana;799;0;27/07/2015;19/08/2015;0;;;;
São Paulo;Ibiúna;799;0;03/08/2015;17/08/2015;0;;;;
Espírito Santo;Marechal Floriano;799;0;04/08/2015;17/08/2015;0;;;;
Espírito Santo;Marilândia;799;0;04/08/2015;17/08/2015;0;;;;
Espírito Santo;Mucurici;799;0;04/08/2015;15/10/2015;0;;;;
Espírito Santo;Pedro Canário;799;0;04/08/2015;17/08/2015;0;;;;
Espírito Santo;Itapemirim;799;0;03/08/2015;21/08/2015;0;;;;
Espírito Santo;Itarana;799;0;03/08/2015;21/08/2015;0;;;;
Espírito Santo;Guaçuí;799;0;04/08/2015;21/08/2015;0;;;;
Espírito Santo;Ibatiba;799;0;04/08/2015;21/08/2015;0;;;;
Espírito Santo;Ibitirama;799;0;04/08/2015;21/08/2015;0;;;;
Minas Gerais;Varzelândia;799;0;01/08/2015;05/11/2015;0;;;;
Minas Gerais;Viçosa;799;0;30/07/2015;06/11/2015;0;;;;
Minas Gerais;Virgínia;799;0;30/07/2015;18/08/2015;0;;;;
Espírito Santo;Apiacá;799;0;04/08/2015;21/08/2015;0;;;;
Espírito Santo;Baixo Guandu;799;0;04/08/2015;15/10/2015;0;;;;
Espírito Santo;Barra de São Francisco;799;0;04/08/2015;15/10/2015;0;;;;
Espírito Santo;Bom Jesus do Norte;799;0;03/08/2015;06/10/2015;0;;;;
Espírito Santo;Conceição da Barra;799;0;04/08/2015;21/08/2015;0;;;;
Espírito Santo;Divino de São Lourenço;799;0;04/08/2015;21/08/2015;0;;;;
Espírito Santo;Ecoporanga;799;0;04/08/2015;21/08/2015;0;;;;
Rio de Janeiro;Cabo Frio;799;0;03/08/2015;17/08/2015;0;;;;
Rio de Janeiro;Cachoeiras de Macacu;799;0;04/08/2015;18/08/2015;0;;;;
Rio de Janeiro;Carapebus;799;0;05/08/2015;19/08/2015;0;;;;
Rio de Janeiro;Cordeiro;799;0;05/08/2015;03/10/2015;0;;;;
Rio de Janeiro;Itatiaia;799;0;05/08/2015;19/08/2015;0;;;;
Rio de Janeiro;Laje do Muriaé;799;0;05/08/2015;04/10/2015;0;;;;
Espírito Santo;Rio Bananal;799;0;04/08/2015;17/08/2015;0;;;;
Espírito Santo;Santa Leopoldina;799;0;04/08/2015;17/08/2015;0;;;;
Espírito Santo;São Domingos do Norte;799;0;05/08/2015;18/08/2015;0;;;;
Espírito Santo;São José do Calçado;799;0;05/08/2015;18/08/2015;0;;;;
Espírito Santo;Vila Valério;799;0;28/07/2015;14/08/2015;0;;;;
Espírito Santo;Sooretama;799;0;05/08/2015;19/08/2015;0;;;;
Rio de Janeiro;Barra Mansa;799;0;17/08/2015;10/11/2015;0;;;;
Rio de Janeiro;Aperibé;799;0;29/07/2015;20/08/2015;0;;;;
Rio de Janeiro;Areal;799;0;30/07/2015;20/08/2015;0;;;;
Rio de Janeiro;Armação dos Búzios;799;0;01/08/2015;19/08/2015;0;;;;
Bahia;Cruz das Almas;799;0;05/08/2015;19/08/2015;0;;;;
Bahia;Curaçá;799;0;05/08/2015;19/08/2015;0;;;;
Bahia;Dias d'Ávila;799;0;05/08/2015;19/08/2015;0;;;;
Bahia;Brotas de Macaúbas;799;0;29/07/2015;17/08/2015;0;;;;
Bahia;Caldeirão Grande;799;0;30/07/2015;17/08/2015;0;;;;
Bahia;Canápolis;799;0;30/07/2015;18/08/2015;0;;;;
Bahia;Cansanção;799;0;30/07/2015;18/08/2015;0;;;;
Bahia;Capela do Alto Alegre;799;0;30/07/2015;18/08/2015;0;;;;
Bahia;Carinhanha;799;0;31/07/2015;18/08/2015;0;;;;
Bahia;Catolândia;799;0;31/07/2015;18/08/2015;0;;;;
Bahia;Catu;799;0;29/07/2015;04/11/2015;0;;;;
Bahia;Caturama;799;0;03/08/2015;19/08/2015;0;;;;
Bahia;Cordeiros;799;0;03/08/2015;19/08/2015;0;;;;
Bahia;Coribe;799;0;05/08/2015;10/09/2015;0;;;;
Bahia;Crisópolis;799;0;05/08/2015;21/08/2015;0;;;;
Bahia;Feira da Mata;799;0;06/08/2015;19/08/2015;0;;;;
Bahia;Itarantim;799;0;04/08/2015;16/10/2015;0;;;;
Bahia;Itatim;799;0;04/08/2015;20/08/2015;0;;;;
Bahia;Itagimirim;799;0;06/08/2015;20/08/2015;0;;;;
Bahia;Formosa do Rio Preto;799;0;06/08/2015;19/08/2015;0;;;;
Bahia;Gentio do Ouro;799;0;06/08/2015;19/08/2015;0;;;;
Bahia;Guanambi;799;0;06/08/2015;19/08/2015;0;;;;
Bahia;Heliópolis;799;0;06/08/2015;19/08/2015;0;;;;
Bahia;Ibicaraí;799;0;06/08/2015;19/08/2015;0;;;;
Bahia;Ibirapuã;799;0;06/08/2015;19/08/2015;0;;;;
Bahia;Ibotirama;799;0;06/08/2015;10/09/2015;0;;;;
Bahia;Igaporã;799;0;06/08/2015;20/08/2015;0;;;;
Bahia;Ipecaetá;799;0;06/08/2015;20/08/2015;0;;;;
Bahia;Rio do Antônio;799;0;28/07/2015;16/10/2015;0;;;;
Bahia;São Félix do Coribe;799;0;04/08/2015;18/08/2015;0;;;;
Bahia;São Miguel das Matas;799;0;04/08/2015;18/08/2015;0;;;;
Bahia;Presidente Tancredo Neves;799;0;30/07/2015;20/08/2015;0;;;;
Bahia;Queimadas;799;0;30/07/2015;20/08/2015;0;;;;
Bahia;Quijingue;799;0;29/07/2015;20/08/2015;0;;;;
Bahia;Retirolândia;799;0;29/07/2015;21/08/2015;0;;;;
Bahia;Medeiros Neto;799;0;03/08/2015;20/08/2015;0;;;;
Bahia;Muquém de São Francisco;799;0;03/08/2015;20/08/2015;0;;;;
Bahia;João Dourado;799;0;04/08/2015;20/08/2015;0;;;;
Bahia;Jucuruçu;799;0;04/08/2015;20/08/2015;0;;;;
Bahia;Laje;799;0;03/08/2015;20/08/2015;0;;;;
Bahia;Lajedo do Tabocal;799;0;03/08/2015;20/08/2015;0;;;;
Bahia;Macajuba;799;0;03/08/2015;20/08/2015;0;;;;
Bahia;Macururé;799;0;03/08/2015;20/08/2015;0;;;;
Bahia;Nova Canaã;799;0;31/07/2015;16/10/2015;0;;;;
Bahia;Oliveira dos Brejinhos;799;0;31/07/2015;20/08/2015;0;;;;
Bahia;Paripiranga;799;0;31/07/2015;20/08/2015;0;;;;
Bahia;Pé de Serra;799;0;31/07/2015;20/08/2015;0;;;;
Bahia;Pedro Alexandre;799;0;31/07/2015;20/08/2015;0;;;;
Bahia;Poções;799;0;30/07/2015;20/08/2015;0;;;;
Bahia;Potiraguá;799;0;30/07/2015;20/08/2015;0;;;;
Alagoas;São José da Tapera;799;0;06/08/2015;17/08/2015;0;;;;
Alagoas;São Luís do Quitunde;799;0;06/08/2015;17/08/2015;0;;;;
Alagoas;São Miguel dos Campos;799;0;06/08/2015;16/10/2015;0;;;;
Alagoas;Roteiro;799;0;05/08/2015;17/08/2015;0;;;;
Alagoas;Santa Luzia do Norte;799;0;06/08/2015;17/08/2015;0;;;;
Sergipe;Arauá;799;0;30/07/2015;17/08/2015;0;;;;
Alagoas;Satuba;799;0;27/07/2015;18/08/2015;0;;;;
Alagoas;Senador Rui Palmeira;799;0;27/07/2015;16/10/2015;0;;;;
Alagoas;Taquarana;799;0;28/07/2015;18/08/2015;0;;;;
Alagoas;Teotônio Vilela;799;0;28/07/2015;16/10/2015;0;;;;
Alagoas;Traipu;799;0;28/07/2015;18/08/2015;0;;;;
Sergipe;Aquidabã;799;0;29/07/2015;17/08/2015;0;;;;
Alagoas;Paripueira;799;0;05/08/2015;17/08/2015;0;;;;
Alagoas;Piranhas;799;0;05/08/2015;17/08/2015;0;;;;
Alagoas;Quebrangulo;799;0;05/08/2015;17/08/2015;0;;;;
Alagoas;Atalaia;799;0;17/08/2015;10/11/2015;0;;;;
Alagoas;Barra de São Miguel;799;0;30/07/2015;17/08/2015;0;;;;
Alagoas;Belém;799;0;30/07/2015;17/08/2015;0;;;;
Alagoas;Branquinha;799;0;30/07/2015;18/08/2015;0;;;;
Alagoas;Cacimbinhas;799;0;30/07/2015;18/08/2015;0;;;;
Alagoas;Major Isidoro;799;0;05/08/2015;17/08/2015;0;;;;
Alagoas;Marechal Deodoro;799;0;05/08/2015;17/08/2015;0;;;;
Alagoas;Maribondo;799;0;05/08/2015;17/08/2015;0;;;;
Alagoas;Messias;799;0;05/08/2015;17/08/2015;0;;;;
Alagoas;Murici;799;0;05/08/2015;17/08/2015;0;;;;
Alagoas;Olho d'Água das Flores;799;0;05/08/2015;17/08/2015;0;;;;
Alagoas;Olho d'Água do Casado;799;0;05/08/2015;17/08/2015;0;;;;
Alagoas;Olho d'Água Grande;799;0;05/08/2015;17/08/2015;0;;;;
Alagoas;Ouro Branco;799;0;05/08/2015;17/08/2015;0;;;;
Sergipe;São Miguel do Aleixo;799;0;17/08/2015;10/11/2015;0;;;;
Sergipe;Simão Dias;799;0;28/07/2015;17/08/2015;0;;;;
Sergipe;São Domingos;799;0;30/07/2015;17/08/2015;0;;;;
Bahia;Anguera;799;0;24/08/2015;15/10/2015;0;;;;
Bahia;Antas;799;0;28/07/2015;24/08/2015;0;;;;
Bahia;Baianópolis;799;0;28/07/2015;24/08/2015;0;;;;
Bahia;Baixa Grande;799;0;28/07/2015;19/08/2015;0;;;;
Bahia;Barra do Choça;799;0;28/07/2015;18/08/2015;0;;;;
Bahia;Bom Jesus da Lapa;799;0;29/07/2015;16/10/2015;0;;;;
Sergipe;Santa Luzia do Itanhy;799;0;29/07/2015;17/08/2015;0;;;;
Sergipe;Santana do São Francisco;799;0;03/08/2015;17/08/2015;0;;;;
Sergipe;Ribeirópolis;799;0;28/07/2015;17/08/2015;0;;;;
Sergipe;Nossa Senhora de Lourdes;799;0;28/07/2015;17/08/2015;0;;;;
Sergipe;Pedra Mole;799;0;03/08/2015;17/08/2015;0;;;;
Sergipe;Pedrinhas;799;0;28/07/2015;17/08/2015;0;;;;
Sergipe;Pinhão;799;0;28/07/2015;17/08/2015;0;;;;
Sergipe;Poço Redondo;799;0;28/07/2015;17/08/2015;0;;;;
Sergipe;Porto da Folha;799;0;28/07/2015;17/08/2015;0;;;;
Sergipe;Itaporanga d'Ajuda;799;0;28/07/2015;20/08/2015;0;;;;
Sergipe;Japaratuba;799;0;28/07/2015;20/08/2015;0;;;;
Sergipe;Nossa Senhora Aparecida;799;0;28/07/2015;16/10/2015;0;;;;
Sergipe;Malhador;799;0;28/07/2015;20/08/2015;0;;;;
Sergipe;Capela;799;0;07/08/2015;17/08/2015;0;;;;
Sergipe;Carira;799;0;18/08/2015;10/11/2015;0;;;;
Sergipe;Cristinápolis;799;0;31/07/2015;16/10/2015;0;;;;
Sergipe;General Maynard;799;0;28/07/2015;20/08/2015;0;;;;
Sergipe;Feira Nova;799;0;04/08/2015;18/08/2015;0;;;;
Sergipe;Frei Paulo;799;0;31/07/2015;16/10/2015;0;;;;
Minas Gerais;Santa Rita de Jacutinga;799;0;29/07/2015;17/08/2015;0;;;;
Minas Gerais;Santa Rita de Ibitipoca;799;0;29/07/2015;17/08/2015;0;;;;
Minas Gerais;Santo Antônio do Grama;799;0;29/07/2015;16/10/2015;0;;;;
Minas Gerais;São Domingos das Dores;799;0;29/07/2015;17/08/2015;0;;;;
Minas Gerais;São Domingos do Prata;799;0;01/08/2015;05/11/2015;0;;;;
Minas Gerais;Olaria;799;0;05/08/2015;19/08/2015;0;;;;
Minas Gerais;Olhos-d'Água;799;0;05/08/2015;19/08/2015;0;;;;
Minas Gerais;Paiva;799;0;06/08/2015;19/08/2015;0;;;;
Minas Gerais;Munhoz;799;0;05/08/2015;19/08/2015;0;;;;
Minas Gerais;Muriaé;799;0;05/08/2015;03/11/2015;0;;;;
Minas Gerais;Monte Sião;799;0;05/08/2015;19/08/2015;0;;;;
Minas Gerais;São João Batista do Glória;799;0;29/07/2015;17/08/2015;0;;;;
Minas Gerais;São João do Oriente;799;0;29/07/2015;17/08/2015;0;;;;
Minas Gerais;São José da Lapa;799;0;29/07/2015;17/08/2015;0;;;;
Minas Gerais;São Tiago;799;0;29/07/2015;06/11/2015;0;;;;
Minas Gerais;Silveirânia;799;0;29/07/2015;16/10/2015;0;;;;
Minas Gerais;Silvianópolis;799;0;29/07/2015;18/08/2015;0;;;;
Minas Gerais;Serra Azul de Minas;799;0;29/07/2015;18/08/2015;0;;;;
Minas Gerais;Serra do Salitre;799;0;29/07/2015;18/08/2015;0;;;;
Minas Gerais;São Vicente de Minas;799;0;29/07/2015;06/11/2015;0;;;;
Minas Gerais;Sarzedo;799;0;01/08/2015;05/11/2015;0;;;;
Minas Gerais;Mata Verde;799;0;04/08/2015;16/10/2015;0;;;;
Minas Gerais;Matias Barbosa;799;0;05/08/2015;18/08/2015;0;;;;
Minas Gerais;Minas Novas;799;0;05/08/2015;18/08/2015;0;;;;
Minas Gerais;Moeda;799;0;05/08/2015;18/08/2015;0;;;;
Minas Gerais;Monjolos;799;0;05/08/2015;18/08/2015;0;;;;
Minas Gerais;Montalvânia;799;0;05/08/2015;18/08/2015;0;;;;
Minas Gerais;Liberdade;799;0;06/08/2015;18/08/2015;0;;;;
Minas Gerais;Ibitiúra de Minas;799;0;04/08/2015;18/08/2015;0;;;;
Minas Gerais;Igaratinga;799;0;04/08/2015;18/08/2015;0;;;;
Minas Gerais;Ijaci;799;0;04/08/2015;18/08/2015;0;;;;
Minas Gerais;Inimutaba;799;0;04/08/2015;18/08/2015;0;;;;
Minas Gerais;Januária;799;0;04/08/2015;18/08/2015;0;;;;
Minas Gerais;Jesuânia;799;0;04/08/2015;18/08/2015;0;;;;
Minas Gerais;Joaquim Felício;799;0;04/08/2015;18/08/2015;0;;;;
Minas Gerais;José Gonçalves de Minas;799;0;04/08/2015;18/08/2015;0;;;;
Minas Gerais;Lagoa da Prata;799;0;04/08/2015;18/08/2015;0;;;;
Minas Gerais;Pimenta;799;0;05/08/2015;19/08/2015;0;;;;
Minas Gerais;Pintópolis;799;0;05/08/2015;19/08/2015;0;;;;
Minas Gerais;Pompéu;799;0;05/08/2015;19/08/2015;0;;;;
Minas Gerais;Porteirinha;799;0;05/08/2015;19/08/2015;0;;;;
Minas Gerais;Pratápolis;799;0;05/08/2015;19/08/2015;0;;;;
Minas Gerais;Queluzito;799;0;28/07/2015;06/11/2015;0;;;;
Minas Gerais;Resplendor;799;0;01/08/2015;05/11/2015;0;;;;
Minas Gerais;Ressaquinha;799;0;28/07/2015;17/08/2015;0;;;;
Minas Gerais;Rio do Prado;799;0;28/07/2015;17/08/2015;0;;;;
Minas Gerais;Rio Espera;799;0;28/07/2015;17/08/2015;0;;;;
Minas Gerais;Rio Novo;799;0;28/07/2015;17/08/2015;0;;;;
Minas Gerais;Rio Preto;799;0;28/07/2015;17/08/2015;0;;;;
Minas Gerais;Romaria;799;0;28/07/2015;17/08/2015;0;;;;
Minas Gerais;Sacramento;799;0;29/07/2015;17/08/2015;0;;;;
Minas Gerais;Santa Cruz de Minas;799;0;29/07/2015;16/10/2015;0;;;;
Minas Gerais;Santana do Manhuaçu;799;0;01/08/2015;05/11/2015;0;;;;
Minas Gerais;Arinos;799;0;03/08/2015;18/08/2015;0;;;;
Minas Gerais;Baependi;799;0;03/08/2015;18/08/2015;0;;;;
Minas Gerais;Bambuí;799;0;03/08/2015;18/08/2015;0;;;;
Minas Gerais;Albertina;799;0;31/07/2015;18/08/2015;0;;;;
Bahia;Sobradinho;799;0;01/08/2015;01/10/2015;0;;;;
Bahia;Umburanas;799;0;02/08/2015;18/08/2015;0;;;;
Bahia;Várzea do Poço;799;0;06/08/2015;18/08/2015;0;;;;
Minas Gerais;Alvinópolis;799;0;31/07/2015;18/08/2015;0;;;;
Minas Gerais;Amparo do Serra;799;0;03/08/2015;18/08/2015;0;;;;
Minas Gerais;Bicas;799;0;03/08/2015;18/08/2015;0;;;;
Minas Gerais;Bom Jesus da Penha;799;0;03/08/2015;18/08/2015;0;;;;
Minas Gerais;Borda da Mata;799;0;03/08/2015;19/08/2015;0;;;;
Minas Gerais;Cachoeira Dourada;799;0;03/08/2015;19/08/2015;0;;;;
Minas Gerais;Canaã;799;0;03/08/2015;19/08/2015;0;;;;
Minas Gerais;Caparaó;799;0;03/08/2015;19/08/2015;0;;;;
Minas Gerais;Caranaíba;799;0;03/08/2015;19/08/2015;0;;;;
Minas Gerais;Carmo da Cachoeira;799;0;03/08/2015;19/08/2015;0;;;;
Minas Gerais;Carmo do Rio Claro;799;0;03/08/2015;19/08/2015;0;;;;
Minas Gerais;Conceição da Barra de Minas;799;0;05/08/2015;20/08/2015;0;;;;
Minas Gerais;Felixlândia;799;0;03/08/2015;18/08/2015;0;;;;
Minas Gerais;Ferros;799;0;05/08/2015;18/08/2015;0;;;;
Minas Gerais;Formiga;799;0;03/08/2015;18/08/2015;0;;;;
Minas Gerais;Fortaleza de Minas;799;0;05/08/2015;18/08/2015;0;;;;
Minas Gerais;Francisco Dumont;799;0;03/08/2015;18/08/2015;0;;;;
Minas Gerais;Fronteira dos Vales;799;0;03/08/2015;18/08/2015;0;;;;
Minas Gerais;Funilândia;799;0;03/08/2015;18/08/2015;0;;;;
Minas Gerais;Gameleiras;799;0;03/08/2015;18/08/2015;0;;;;
Minas Gerais;Goiabeira;799;0;03/08/2015;18/08/2015;0;;;;
Minas Gerais;Goianá;799;0;03/08/2015;18/08/2015;0;;;;
Minas Gerais;Guarará;799;0;31/07/2015;04/11/2015;0;;;;
Minas Gerais;Guidoval;799;0;03/08/2015;18/08/2015;0;;;;
Minas Gerais;Guiricema;799;0;04/08/2015;18/08/2015;0;;;;
Minas Gerais;Chapada do Norte;799;0;04/08/2015;02/10/2015;0;;;;
Minas Gerais;Claro dos Poções;799;0;04/08/2015;19/08/2015;0;;;;
Minas Gerais;Comendador Gomes;799;0;05/08/2015;20/08/2015;0;;;;
Minas Gerais;Comercinho;799;0;05/08/2015;20/08/2015;0;;;;
Minas Gerais;Conceição dos Ouros;799;0;05/08/2015;20/08/2015;0;;;;
Minas Gerais;Coromandel;799;0;05/08/2015;20/08/2015;0;;;;
Minas Gerais;Coronel Pacheco;799;0;05/08/2015;20/08/2015;0;;;;
Minas Gerais;Couto de Magalhães de Minas;799;0;05/08/2015;20/08/2015;0;;;;
Minas Gerais;Descoberto;799;0;27/07/2015;18/08/2015;0;;;;
Minas Gerais;Dores de Guanhães;799;0;03/08/2015;18/08/2015;0;;;;
Minas Gerais;Durandé;799;0;03/08/2015;18/08/2015;0;;;;
Minas Gerais;Engenheiro Navarro;799;0;03/08/2015;18/08/2015;0;;;;
Rio Grande do Norte;Lucrécia;799;0;07/08/2015;19/08/2015;0;;;;
Rio Grande do Norte;Montanhas;799;0;07/08/2015;19/08/2015;0;;;;
Rio Grande do Norte;Mossoró;799;0;07/08/2015;19/08/2015;0;;;;
Rio Grande do Norte;Grossos;799;0;07/08/2015;08/09/2015;0;;;;
Rio Grande do Norte;Jandaíra;799;0;07/08/2015;08/09/2015;0;;;;
Rio Grande do Norte;Jardim de Piranhas;799;0;07/08/2015;19/08/2015;0;;;;
Rio Grande do Norte;José da Penha;799;0;07/08/2015;08/09/2015;0;;;;
Rio Grande do Norte;Jucurutu;799;0;07/08/2015;19/08/2015;0;;;;
Rio Grande do Norte;Jundiá;799;0;07/08/2015;08/09/2015;0;;;;
Rio Grande do Norte;Lagoa de Velhos;799;0;07/08/2015;19/08/2015;0;;;;
Ceará;Umirim;799;0;04/08/2015;21/08/2015;0;;;;
Ceará;Quixeramobim;799;0;05/08/2015;19/08/2015;0;;;;
Rio Grande do Norte;Acari;799;0;30/07/2015;20/08/2015;0;;;;
Rio Grande do Norte;Angicos;799;0;30/07/2015;20/08/2015;0;;;;
Rio Grande do Norte;Arês;799;0;30/07/2015;20/08/2015;0;;;;
Rio Grande do Norte;Bento Fernandes;799;0;30/07/2015;20/08/2015;0;;;;
Rio Grande do Norte;Espírito Santo;799;0;06/08/2015;08/09/2015;0;;;;
Rio Grande do Norte;Brejinho;799;0;06/08/2015;18/08/2015;0;;;;
Rio Grande do Norte;Campo Redondo;799;0;06/08/2015;04/09/2015;0;;;;
Rio Grande do Norte;Caraúbas;799;0;06/08/2015;08/09/2015;0;;;;
Rio Grande do Norte;Currais Novos;799;0;06/08/2015;18/08/2015;0;;;;
Rio Grande do Norte;Upanema;799;0;07/08/2015;08/09/2015;0;;;;
Rio Grande do Norte;Vera Cruz;799;0;07/08/2015;20/08/2015;0;;;;
Rio Grande do Norte;Viçosa;799;0;07/08/2015;20/08/2015;0;;;;
Rio Grande do Norte;São José do Campestre;799;0;07/08/2015;08/09/2015;0;;;;
Rio Grande do Norte;São Miguel;799;0;07/08/2015;20/08/2015;0;;;;
Rio Grande do Norte;São Miguel do Gostoso;799;0;07/08/2015;20/08/2015;0;;;;
Rio Grande do Norte;São Pedro;799;0;07/08/2015;20/08/2015;0;;;;
Rio Grande do Norte;Senador Elói de Souza;799;0;07/08/2015;20/08/2015;0;;;;
Rio Grande do Norte;Serra de São Bento;799;0;07/08/2015;08/09/2015;0;;;;
